,location,total_sqft,bath,price,bhk,encoded_loc
5115,ISRO Layout,1200.0,2.0,43.0,2,95
5116,Talaghattapura,1062.0,2.0,42.48,2,190
5117,Kanakpura Road,1120.0,2.0,51.0,2,115
5118,Bannerghatta Road,1012.0,2.0,44.0,2,32
5119,Kanakpura Road,1430.0,2.0,78.0,2,115
5120,Channasandra,1195.0,2.0,56.0,3,50
5121,Hennur Road,2345.0,3.0,75.99,3,85
5122,Sarjapura - Attibele Road,1126.0,2.0,36.0,2,178
5123,Sarjapur  Road,1180.0,2.0,45.0,3,177
5124,others,610.0,1.0,28.0,1,211
5125,CV Raman Nagar,1125.0,2.0,46.0,2,48
5126,others,2400.0,7.0,107.0,6,211
5127,Kengeri Satellite Town,777.4,2.0,25.0,2,124
5128,Whitefield,1115.0,2.0,51.91,2,205
5129,Bellandur,1200.0,2.0,62.0,2,37
5130,GM Palaya,1735.0,3.0,70.0,3,69
5131,others,985.0,2.0,45.0,2,211
5132,Chandapura,3300.0,4.0,135.0,4,49
5133,Hennur,1255.0,2.0,52.35,2,84
5134,Somasundara Palya,1140.0,2.0,46.0,2,184
5135,Electronic City Phase II,1025.0,2.0,29.6,2,66
5136,others,2400.0,3.0,108.0,4,211
5137,Sarjapur  Road,1034.0,2.0,38.0,2,177
5138,Kasavanhalli,1719.0,3.0,71.0,3,118
5139,Yelahanka,1140.0,2.0,50.66,2,207
5140,Bannerghatta Road,1660.0,3.0,85.0,3,32
5141,Electronic City,1275.0,3.0,63.43,3,65
5142,Bommasandra Industrial Area,1365.0,3.0,52.81,3,45
5143,Banashankari Stage VI,1392.0,3.0,69.46,3,28
5144,Whitefield,1245.0,2.0,59.76,2,205
5145,Yeshwanthpur,1162.0,2.0,64.08,2,210
5146,Singasandra,1476.0,2.0,73.0,3,183
5147,KR Puram,700.0,1.0,21.5,1,103
5148,others,3600.0,6.0,170.0,6,211
5149,Jigani,943.0,2.0,48.0,2,101
5150,Sarjapur  Road,1113.0,2.0,44.5,2,177
5151,Varthur,1615.0,3.0,69.43,3,198
5152,Sompura,1350.0,3.0,65.0,3,185
5153,others,1525.0,3.0,68.63,3,211
5154,Ardendale,1777.26,3.0,92.0,3,17
5155,Bisuvanahalli,845.0,2.0,32.0,2,42
5156,Varthur,1210.0,2.0,64.15,2,198
5157,Hosur Road,1250.0,2.0,50.0,3,93
5158,others,1200.0,2.0,35.0,4,211
5159,Marathahalli,1108.0,2.0,60.0,3,146
5160,Kanakpura Road,1401.0,3.0,69.0,3,115
5161,others,1185.0,2.0,42.66,2,211
5162,Bannerghatta Road,1880.0,3.0,96.5,3,32
5163,Channasandra,1175.0,2.0,38.0,2,50
5164,Yelachenahalli,1000.0,2.0,50.0,2,206
5165,Electronic City,1518.0,3.0,75.0,3,65
5166,Begur Road,1500.0,2.0,47.25,3,36
5167,Varthur,1737.0,2.0,57.32,3,198
5168,Hennur,5259.0,2.0,161.5,4,84
5169,others,1120.0,2.0,60.0,2,211
5170,Hennur Road,1030.0,2.0,46.5,2,85
5171,Gubbalala,2500.0,6.0,88.0,6,74
5172,Kammasandra,1057.0,2.0,35.0,2,113
5173,Hormavu,1075.0,2.0,53.7,2,89
5174,Mysore Road,1080.0,2.0,60.0,3,151
5175,others,5100.0,7.0,225.0,6,211
5176,Singasandra,1139.7,2.0,45.0,2,183
5177,Whitefield,1074.0,2.0,42.8,2,205
5178,Kalena Agrahara,900.0,2.0,40.0,2,109
5179,Sarjapura - Attibele Road,740.0,1.0,23.65,1,178
5180,Hennur,1340.0,2.0,54.27,3,84
5181,Electronic City,1090.0,2.0,31.48,1,65
5182,Nagavara,1247.0,2.0,58.56,2,156
5183,Kaggadasapura,1175.0,2.0,50.0,2,106
5184,others,1100.0,2.0,55.0,2,211
5185,Yelahanka,1200.0,2.0,60.0,2,207
5186,others,1000.0,2.0,45.0,2,211
5187,Uttarahalli,1000.0,2.0,52.0,2,197
5188,Yelahanka,1705.0,3.0,85.0,3,207
5189,Tumkur Road,1060.0,2.0,58.3,3,195
5190,others,1347.0,2.0,55.0,3,211
5191,Whitefield,2280.0,4.0,125.0,3,205
5192,5th Phase JP Nagar,1080.0,2.0,53.0,2,3
5193,Begur Road,1100.0,2.0,42.6,2,36
5194,Kothanur,1581.0,3.0,76.0,3,133
5195,Abbigere,985.0,2.0,38.92,2,9
5196,Sarjapur,950.0,2.0,35.0,2,176
5197,others,1339.0,2.0,55.0,2,211
5198,others,1449.0,3.0,72.0,3,211
5199,others,1100.0,2.0,38.68,2,211
5200,others,1100.0,2.0,55.0,2,211
5201,Electronic City,1140.0,2.0,32.92,2,65
5202,Chandapura,800.0,1.0,30.0,2,49
5203,Chikkabanavar,2000.0,4.0,65.0,5,52
5204,Kanakpura Road,1220.0,2.0,60.0,2,115
5205,Whitefield,1170.0,2.0,56.0,2,205
5206,Electronic City Phase II,3262.5,4.0,105.0,4,66
5207,Ambalipura,1060.0,2.0,58.5,2,11
5208,Vittasandra,1404.0,2.0,72.0,2,204
5209,Electronic City Phase II,1252.0,2.0,67.0,2,66
5210,Hormavu,980.0,2.0,42.0,2,89
5211,Banashankari,1420.0,3.0,66.0,3,24
5212,Kaggadasapura,3000.0,4.0,130.0,4,106
5213,others,1145.0,2.0,51.0,2,211
5214,Bhoganhalli,970.0,2.0,52.5,2,39
5215,Whitefield,2399.5,3.0,92.63,3,205
5216,Ramagondanahalli,1635.0,3.0,57.0,3,171
5217,Jalahalli,1200.0,2.0,66.0,1,99
5218,Yeshwanthpur,1166.0,2.0,64.08,2,210
5219,others,1690.0,3.0,50.0,3,211
5220,others,1090.0,2.0,32.0,2,211
5221,Whitefield,1390.0,2.0,72.0,2,205
5222,Kengeri,416.0,1.0,17.19,1,123
5223,Bannerghatta Road,1453.0,2.0,73.0,3,32
5224,Thanisandra,1226.0,2.0,65.0,2,191
5225,Whitefield,1634.0,3.0,68.0,3,205
5226,JP Nagar,1133.0,2.0,33.99,2,97
5227,others,1559.0,3.0,62.0,3,211
5228,Kodichikkanahalli,976.0,2.0,50.0,2,126
5229,Ramagondanahalli,1151.0,2.0,46.0,2,171
5230,Kereguddadahalli,1400.0,2.0,42.0,3,125
5231,Uttarahalli,1037.0,2.0,36.0,2,197
5232,Thanisandra,1188.0,2.0,36.0,2,191
5233,others,1060.0,2.0,52.0,2,211
5234,others,900.0,2.0,27.0,2,211
5235,HSR Layout,1100.0,2.0,44.0,2,78
5236,GM Palaya,1643.0,2.0,70.0,3,69
5237,others,1700.0,3.0,55.0,4,211
5238,Mahadevpura,1236.0,2.0,58.0,2,143
5239,Ramamurthy Nagar,1350.0,2.0,39.0,3,172
5240,Pai Layout,3800.0,6.0,175.0,6,164
5241,Electronic City,1200.0,2.0,34.66,2,65
5242,Harlur,1225.0,2.0,56.0,2,80
5243,9th Phase JP Nagar,1240.0,2.0,42.85,3,7
5244,others,1200.0,1.0,39.82,1,211
5245,others,1330.0,2.0,68.0,3,211
5246,Munnekollal,1540.0,2.0,70.0,3,149
5247,others,927.0,2.0,37.0,2,211
5248,Sarjapur,3875.5,4.0,115.0,4,176
5249,8th Phase JP Nagar,1510.0,2.0,80.0,2,6
5250,others,1500.0,3.0,61.52,3,211
5251,Yelahanka,1142.0,1.0,42.535,1,207
5252,Hormavu,2282.0,4.0,115.0,4,89
5253,others,760.0,2.0,37.49,2,211
5254,Sarjapur,2172.0,3.0,100.0,3,176
5255,8th Phase JP Nagar,3300.0,3.0,165.0,3,6
5256,Thubarahalli,1242.0,3.0,51.0,3,193
5257,Uttarahalli,1245.0,2.0,43.58,3,197
5258,Kadugodi,1088.0,2.0,44.0,2,105
5259,Sahakara Nagar,1200.0,2.0,46.0,2,174
5260,TC Palaya,1995.0,3.0,100.0,3,189
5261,others,1250.0,3.0,42.0,3,211
5262,5th Phase JP Nagar,1041.0,2.0,54.0,2,3
5263,Sarjapur  Road,1505.0,2.0,60.0,3,177
5264,Bellandur,1767.0,3.0,89.0,3,37
5265,Kengeri,1320.0,2.0,50.0,2,123
5266,others,1280.0,2.0,68.48,2,211
5267,Haralur Road,1027.0,1.0,44.0,2,79
5268,Kasavanhalli,1600.0,3.0,79.0,3,118
5269,others,3200.0,4.0,140.0,3,211
5270,others,1475.0,3.0,75.0,3,211
5271,Electronic City,1353.0,2.0,75.0,2,65
5272,Electronics City Phase 1,1750.0,3.0,58.0,3,67
5273,others,1330.0,3.0,65.0,3,211
5274,Gubbalala,4000.0,5.0,195.0,4,74
5275,Kanakpura Road,1700.0,3.0,75.0,3,115
5276,Kothanur,1385.0,3.0,67.0,3,133
5277,HSR Layout,1203.0,2.0,60.0,2,78
5278,Mallasandra,905.0,2.0,35.0,2,144
5279,Hennur Road,1450.0,3.0,79.0,3,85
5280,Varthur,1105.0,2.0,38.0,2,198
5281,Channasandra,1200.0,2.0,46.13,2,50
5282,Whitefield,1105.0,2.0,35.4,2,205
5283,Old Madras Road,1530.0,3.0,76.34,3,162
5284,Margondanahalli,1200.0,2.0,65.0,2,147
5285,Bellandur,1830.0,3.0,89.0,3,37
5286,Chandapura,900.0,2.0,35.0,2,49
5287,Bannerghatta Road,1450.0,2.0,78.0,3,32
5288,others,1525.0,3.0,65.0,3,211
5289,Bommanahalli,1962.5,2.0,73.17,2,43
5290,others,1500.0,2.0,60.0,2,211
5291,Electronic City,1070.0,2.0,57.0,2,65
5292,Bommasandra,842.0,2.0,30.0,2,44
5293,Bannerghatta Road,700.0,1.0,31.2,1,32
5294,others,1884.0,3.0,95.0,3,211
5295,Thanisandra,1185.0,2.0,43.5,2,191
5296,Electronic City,1700.0,3.0,90.0,3,65
5297,others,1700.0,3.0,74.0,3,211
5298,Hoodi,1447.0,3.0,76.0,2,86
5299,Sarjapur  Road,1314.0,2.0,70.44,3,177
5300,others,1590.0,2.0,80.0,3,211
5301,Vittasandra,1246.0,2.0,67.5,2,204
5302,Dasarahalli,1220.0,2.0,62.0,2,57
5303,Kaval Byrasandra,1400.0,3.0,75.0,3,121
5304,others,1495.0,2.0,63.0,3,211
5305,Gollarapalya Hosahalli,996.0,2.0,36.5,2,71
5306,Yelahanka New Town,1000.0,2.0,44.0,2,208
5307,Electronics City Phase 1,1080.0,2.0,46.0,2,67
5308,others,1230.0,2.0,50.0,2,211
5309,Horamavu Agara,1220.0,2.0,39.0,2,87
5310,Whitefield,1436.0,2.0,62.15,3,205
5311,others,1275.0,2.0,59.0,2,211
5312,others,1040.0,2.0,36.4,2,211
5313,Bellandur,2400.0,3.0,115.0,3,37
5314,Yelahanka,1765.0,2.0,53.105,2,207
5315,Hosakerehalli,4500.0,5.0,145.0,5,91
5316,Bommasandra,1365.0,3.0,52.82,3,44
5317,Chandapura,1200.0,2.0,52.0,3,49
5318,7th Phase JP Nagar,1075.0,2.0,57.0,3,5
5319,others,1320.0,2.0,58.0,3,211
5320,Kammasandra,1500.0,3.0,65.0,3,113
5321,Bisuvanahalli,1075.0,2.0,32.0,3,42
5322,others,1480.0,3.0,75.48,3,211
5323,Kanakpura Road,1041.0,2.0,36.44,2,115
5324,others,1128.0,2.0,48.4,2,211
5325,Hosur Road,1685.0,3.0,90.0,3,93
5326,others,1180.0,2.0,65.0,2,211
5327,others,1200.0,2.0,60.0,2,211
5328,others,1250.0,3.0,39.5,3,211
5329,others,1000.0,2.0,45.0,2,211
5330,Varthur,1760.0,2.0,85.0,2,198
5331,others,1190.0,2.0,42.0,2,211
5332,Kudlu,1110.0,2.0,46.0,2,134
5333,Gunjur,1235.0,2.0,44.5,2,75
5334,others,1275.0,2.0,55.0,2,211
5335,Begur Road,644.0,1.0,32.0,1,36
5336,Bellandur,1251.0,2.0,47.0,2,37
5337,others,1080.0,2.0,38.0,2,211
5338,Kudlu,2100.0,3.0,114.0,4,134
5339,NRI Layout,1731.0,3.0,64.11,3,153
5340,Hormavu,1206.0,2.0,55.0,2,89
5341,Choodasandra,1560.0,3.0,78.0,3,54
5342,Sarjapur  Road,702.0,1.0,35.8,1,177
5343,Attibele,1700.0,3.0,65.0,3,19
5344,Ramamurthy Nagar,1208.0,2.0,43.5,3,172
5345,Brookefield,1589.0,3.0,74.0,3,46
5346,Yelahanka New Town,1426.0,2.0,61.5,3,208
5347,Old Madras Road,935.0,2.0,37.77,2,162
5348,Singasandra,1465.0,2.0,60.0,2,183
5349,Budigere,1820.0,3.0,95.0,3,47
5350,Raja Rajeshwari Nagar,1580.0,2.0,66.85,3,169
5351,Whitefield,1452.0,2.0,46.29,3,205
5352,others,1170.0,2.0,39.0,2,211
5353,others,1070.0,2.0,50.0,2,211
5354,others,1532.0,3.0,59.75,3,211
5355,others,1150.0,2.0,46.0,2,211
5356,R.T. Nagar,1080.0,2.0,48.0,2,167
5357,Electronic City,1521.0,2.0,57.5,3,65
5358,others,1053.0,2.0,51.0,2,211
5359,others,1250.0,3.0,39.0,3,211
5360,Uttarahalli,1000.0,2.0,39.5,2,197
5361,Bannerghatta Road,1630.0,3.0,68.0,3,32
5362,Kammasandra,985.0,2.0,40.5,2,113
5363,Mico Layout,1670.0,3.0,59.0,3,148
5364,others,830.0,2.0,26.0,2,211
5365,Ramagondanahalli,1200.0,3.0,56.1,3,171
5366,Nagarbhavi,1635.0,3.0,85.0,3,154
5367,Harlur,2137.0,3.0,110.0,3,80
5368,Hennur Road,973.0,2.0,50.74,2,85
5369,Electronic City,750.0,1.0,35.0,1,65
5370,Kambipura,883.0,2.0,49.0,2,111
5371,others,1470.0,2.0,60.0,3,211
5372,8th Phase JP Nagar,1730.0,5.0,75.0,5,6
5373,Bannerghatta Road,1400.0,3.0,69.0,3,32
5374,Whitefield,1370.0,2.0,56.0,2,205
5375,others,1602.0,3.0,56.0,3,211
5376,others,793.0,1.0,40.0,1,211
5377,GM Palaya,675.0,1.0,35.0,1,69
5378,Chikka Tirupathi,3250.0,4.0,136.0,4,51
5379,Whitefield,1050.0,2.0,43.0,2,205
5380,Jalahalli East,1035.0,2.0,42.5,2,100
5381,Sarjapur  Road,1200.0,2.0,44.0,3,177
5382,Green Glen Layout,1625.0,3.0,70.0,3,73
5383,Electronics City Phase 1,1032.0,2.0,31.99,2,67
5384,Whitefield,1496.0,2.0,71.81,3,205
5385,others,1100.0,2.0,38.0,2,211
5386,Kundalahalli,1500.0,3.0,50.0,3,137
5387,Electronic City Phase II,1125.0,2.0,32.63,2,66
5388,others,1555.0,3.0,73.0,3,211
5389,Amruthahalli,1025.0,2.0,42.0,2,12
5390,Arekere,900.0,2.0,44.5,2,18
5391,Yelahanka,1355.0,2.0,75.0,3,207
5392,Akshaya Nagar,1200.0,2.0,45.0,2,10
5393,others,1563.0,3.0,63.0,3,211
5394,5th Phase JP Nagar,812.0,2.0,42.0,2,3
5395,Yelahanka,3175.0,4.0,156.0,4,207
5396,8th Phase JP Nagar,1296.0,2.0,51.83,3,6
5397,Anandapura,1141.0,2.0,50.0,2,13
5398,Electronic City,1210.0,2.0,55.0,2,65
5399,Hormavu,1310.0,2.0,67.0,2,89
5400,Magadi Road,1713.0,2.0,55.195,3,142
5401,Raja Rajeshwari Nagar,1050.0,2.0,37.0,2,169
5402,Electronic City Phase II,1140.0,2.0,34.0,2,66
5403,Varthur,1210.0,2.0,54.0,2,198
5404,Amruthahalli,485.0,1.0,19.5,1,12
5405,others,1195.0,2.0,42.4,2,211
5406,Tindlu,1165.0,2.0,59.8,2,194
5407,others,865.0,2.0,33.0,2,211
5408,Jigani,1245.0,3.0,66.0,3,101
5409,Kalyan nagar,8840.0,2.0,300.0,2,110
5410,others,1145.0,2.0,60.0,3,211
5411,AECS Layout,2000.0,3.0,90.0,3,8
5412,Sarjapur  Road,1270.0,2.0,54.0,3,177
5413,others,1250.0,3.0,39.5,3,211
5414,Jakkur,1485.0,3.0,72.0,3,98
5415,7th Phase JP Nagar,990.0,2.0,50.0,2,5
5416,others,1025.0,2.0,48.0,2,211
5417,Kodichikkanahalli,2700.0,4.0,125.0,5,126
5418,Begur,1411.0,2.0,60.0,3,35
5419,Kanakpura Road,1320.0,2.0,39.6,3,115
5420,Bannerghatta,1320.0,2.0,50.0,2,31
5421,TC Palaya,1152.0,2.0,55.0,2,189
5422,Hennur Road,1672.0,3.0,86.0,3,85
5423,others,750.0,2.0,40.0,2,211
5424,Yeshwanthpur,1169.0,2.0,64.08,2,210
5425,Devanahalli,1290.0,2.0,62.0,3,58
5426,Kengeri,1160.0,2.0,40.6,2,123
5427,Mysore Road,1500.0,3.0,70.0,3,151
5428,others,1300.0,3.0,46.0,3,211
5429,Kengeri,2500.0,4.0,100.0,5,123
5430,Begur Road,1241.0,2.0,64.0,2,36
5431,Sarjapur  Road,1025.0,2.0,45.5,2,177
5432,Begur,815.0,2.0,40.0,2,35
5433,Kanakpura Road,2000.0,3.0,105.0,3,115
5434,others,8500.5,5.0,300.0,4,211
5435,Kanakpura Road,1200.0,2.0,62.0,2,115
5436,Marathahalli,1026.0,2.0,50.18,2,146
5437,Hulimavu,450.0,1.0,20.0,1,94
5438,KR Puram,1205.0,2.0,45.79,2,103
5439,Anekal,420.0,1.0,12.5,1,15
5440,Doddakallasandra,1270.0,2.0,42.0,2,61
5441,Anekal,614.0,1.0,28.0,2,15
5442,Margondanahalli,1050.0,2.0,58.0,2,147
5443,Yelahanka,1408.0,2.0,58.0,2,207
5444,others,1507.0,3.0,80.0,3,211
5445,others,1160.0,2.0,57.0,2,211
5446,others,960.0,2.0,50.0,2,211
5447,NGR Layout,1021.0,2.0,46.0,2,152
5448,Channasandra,1065.0,2.0,36.0,2,50
5449,Bannerghatta Road,1465.0,2.0,75.0,3,32
5450,Marathahalli,1800.0,3.0,95.0,3,146
5451,KR Puram,1827.0,3.0,97.0,3,103
5452,Mysore Road,883.0,2.0,37.0,2,151
5453,Kengeri,550.0,1.0,16.75,1,123
5454,Kanakapura,1290.0,2.0,38.69,3,114
5455,Whitefield,1158.0,2.0,55.0,2,205
5456,Munnekollal,1200.0,2.0,57.9,3,149
5457,Thanisandra,1087.0,1.0,38.46,1,191
5458,Kenchenahalli,1150.0,2.0,57.0,2,122
5459,Yelahanka,1101.0,2.0,37.0,2,207
5460,Marathahalli,1650.0,3.0,85.0,3,146
5461,others,893.0,2.0,34.5,2,211
5462,Bisuvanahalli,1075.0,2.0,41.49,3,42
5463,Electronic City,1190.0,2.0,42.0,2,65
5464,Sarjapur  Road,1814.0,3.0,63.0,3,177
5465,Murugeshpalya,1344.0,2.0,56.0,3,150
5466,Kanakpura Road,1843.0,3.0,95.0,3,115
5467,others,1495.0,2.0,70.0,3,211
5468,Whitefield,1396.0,3.0,74.0,3,205
5469,Tindlu,1050.0,2.0,55.0,2,194
5470,others,1410.0,2.0,43.71,3,211
5471,Ramamurthy Nagar,1050.0,2.0,37.8,2,172
5472,Yelahanka,1104.0,2.0,58.0,2,207
5473,Hormavu,1310.0,2.0,60.0,2,89
5474,others,1052.0,2.0,52.0,2,211
5475,others,1000.0,2.0,45.0,2,211
5476,Electronic City,1150.0,2.0,38.08,2,65
5477,Thanisandra,2019.0,3.0,70.67,3,191
5478,Varthur,986.0,2.0,31.0,2,198
5479,Akshaya Nagar,1893.0,4.0,95.0,3,10
5480,Gollarapalya Hosahalli,1318.0,3.0,56.0,3,71
5481,Yelahanka,1325.0,2.0,58.0,3,207
5482,Kereguddadahalli,800.0,2.0,33.0,2,125
5483,others,1300.0,3.0,42.25,3,211
5484,others,1300.0,2.0,60.0,3,211
5485,Bellandur,1665.0,3.0,85.0,3,37
5486,Subramanyapura,1800.0,3.0,80.0,3,187
5487,others,1050.0,2.0,45.0,2,211
5488,Thanisandra,1241.0,2.0,68.0,3,191
5489,others,1567.0,2.0,62.0,3,211
5490,Ramagondanahalli,1475.0,2.0,55.0,3,171
5491,Hennur Road,980.0,2.0,51.0,2,85
5492,others,1760.0,3.0,90.0,3,211
5493,Whitefield,1175.0,2.0,41.0,2,205
5494,Horamavu Banaswadi,1025.0,2.0,45.0,2,88
5495,Sarjapur  Road,1273.0,2.0,60.0,2,177
5496,others,1100.0,2.0,58.5,2,211
5497,Electronic City Phase II,1135.0,2.0,46.0,2,66
5498,Kanakpura Road,1100.0,2.0,53.0,3,115
5499,Electronic City Phase II,1305.0,3.0,65.0,3,66
5500,others,1236.0,2.0,50.0,2,211
5501,Uttarahalli,1125.0,1.0,45.0,2,197
5502,KR Puram,1075.0,2.0,32.25,2,103
5503,Thanisandra,2999.97,6.0,110.0,6,191
5504,Kadugodi,1150.0,2.0,42.0,2,105
5505,Hennur Road,1085.0,2.0,43.4,2,85
5506,Kumaraswami Layout,2450.0,3.0,110.0,4,136
5507,Kothannur,1085.0,2.0,34.2,2,132
5508,HSR Layout,1289.0,2.0,70.0,2,78
5509,Thanisandra,663.0,1.0,32.82,1,191
5510,Electronic City,1165.0,2.0,33.65,2,65
5511,Thanisandra,1260.0,2.0,45.5,2,191
5512,others,1095.0,2.0,39.0,2,211
5513,Seegehalli,1176.0,2.0,50.0,2,180
5514,Whitefield,1315.0,2.0,55.0,2,205
5515,NRI Layout,2400.0,2.0,125.0,2,153
5516,Uttarahalli,1308.0,2.0,53.0,3,197
5517,Hoskote,1065.0,2.0,33.75,2,92
5518,Balagere,1205.0,2.0,67.0,2,23
5519,Uttarahalli,1160.0,2.0,40.58,2,197
5520,others,1200.0,3.0,56.53,3,211
5521,others,1681.0,3.0,69.0,3,211
5522,Bommasandra Industrial Area,1130.0,2.0,32.64,2,45
5523,Kanakpura Road,1843.0,3.0,90.0,3,115
5524,Bommasandra Industrial Area,1065.0,2.0,30.75,2,45
5525,Thubarahalli,1885.0,3.0,85.52,3,193
5526,R.T. Nagar,1500.0,2.0,45.0,2,167
5527,TC Palaya,1126.0,2.0,39.4,2,189
5528,Rayasandra,1357.0,2.0,59.0,3,173
5529,Whitefield,1451.0,2.0,46.4,3,205
5530,Bellandur,960.0,2.0,48.0,2,37
5531,Kanakpura Road,900.0,2.0,46.29,2,115
5532,others,1080.0,2.0,38.0,2,211
5533,Hosa Road,1708.0,3.0,64.05,4,90
5534,Haralur Road,1890.0,3.0,84.0,3,79
5535,Electronic City Phase II,1165.0,2.0,33.64,2,66
5536,BTM Layout,1196.0,2.0,56.81,2,21
5537,Whitefield,1063.0,2.0,42.52,2,205
5538,others,1025.0,2.0,39.98,2,211
5539,Chikkabanavar,1067.0,2.0,38.0,2,52
5540,Electronics City Phase 1,1330.0,2.0,44.0,3,67
5541,Mallasandra,1524.0,2.0,72.0,3,144
5542,others,1410.0,2.0,45.12,3,211
5543,Kanakapura,1181.0,1.0,35.475,1,114
5544,Yelahanka,602.0,1.0,33.0,1,207
5545,Kanakpura Road,850.0,1.0,37.32,1,115
5546,others,900.0,2.0,40.0,2,211
5547,Kudlu,720.0,1.0,33.0,1,134
5548,Sarjapur  Road,1150.0,2.0,48.5,2,177
5549,Hennur,2722.0,3.0,84.205,3,84
5550,Marathahalli,1100.0,2.0,50.0,2,146
5551,7th Phase JP Nagar,1590.0,2.0,51.0,2,5
5552,Banaswadi,1105.0,2.0,57.0,2,29
5553,Thanisandra,1110.0,2.0,46.5,2,191
5554,Sarjapur  Road,1205.0,2.0,37.0,2,177
5555,5th Phase JP Nagar,1450.0,2.0,73.0,3,3
5556,others,540.0,1.0,22.0,1,211
5557,Dasarahalli,1200.0,2.0,42.0,2,57
5558,Kalena Agrahara,1837.0,2.0,95.0,3,109
5559,others,1125.0,2.0,55.0,2,211
5560,Kaggadasapura,1500.0,2.0,60.0,3,106
5561,BTM 2nd Stage,1100.0,2.0,47.0,2,20
5562,others,1563.0,2.0,52.0,3,211
5563,Ramagondanahalli,1151.0,2.0,42.5,2,171
5564,Uttarahalli,1123.0,2.0,60.0,2,197
5565,Whitefield,1276.0,2.0,69.5,2,205
5566,R.T. Nagar,1325.0,2.0,52.0,2,167
5567,Varthur,1600.0,3.0,63.2,3,198
5568,Kodichikkanahalli,1299.0,2.0,58.0,2,126
5569,Yelahanka,1075.0,2.0,33.53,3,207
5570,Kanakpura Road,1450.0,3.0,51.0,3,115
5571,Bellandur,950.0,1.0,40.0,1,37
5572,Hennur Road,1140.0,2.0,56.0,2,85
5573,Yelahanka,1430.0,3.0,61.0,3,207
5574,others,1600.0,3.0,77.0,3,211
5575,others,1190.0,2.0,48.0,2,211
5576,others,1210.0,2.0,53.0,2,211
5577,Bellandur,850.0,2.0,45.0,2,37
5578,Kothanur,1130.0,2.0,55.0,2,133
5579,CV Raman Nagar,907.0,2.0,38.0,2,48
5580,Hennur Road,1735.0,3.0,78.0,3,85
5581,Bisuvanahalli,1075.0,2.0,33.0,3,42
5582,others,1590.0,5.0,75.0,5,211
5583,others,1160.0,2.0,55.0,2,211
5584,Sarjapur  Road,1370.0,2.0,70.0,2,177
5585,Banashankari Stage V,920.0,2.0,41.5,2,27
5586,Horamavu Agara,1213.0,2.0,38.1,2,87
5587,Singasandra,1653.0,3.0,85.0,3,183
5588,Electronics City Phase 1,1321.0,2.0,40.0,3,67
5589,Kanakpura Road,1570.0,3.0,68.0,3,115
5590,others,1053.0,2.0,44.0,2,211
5591,others,1325.0,2.0,56.0,3,211
5592,others,1169.0,2.0,50.11,2,211
5593,Whitefield,1317.0,2.0,52.0,2,205
5594,Whitefield,4122.0,4.0,137.0,4,205
5595,Kammasandra,940.0,2.0,35.0,2,113
5596,Budigere,1820.0,3.0,95.5,3,47
5597,Kanakpura Road,1450.0,3.0,53.6,3,115
5598,Nagarbhavi,2200.0,2.0,99.0,3,154
5599,Electronics City Phase 1,1116.0,2.0,33.0,2,67
5600,Kaggadasapura,1105.0,2.0,39.5,2,106
5601,Whitefield,1220.0,2.0,55.0,2,205
5602,Hoodi,1400.0,3.0,74.0,3,86
5603,Uttarahalli,1000.0,2.0,35.0,2,197
5604,Bannerghatta Road,1660.0,3.0,80.0,3,32
5605,Old Madras Road,1165.0,2.0,52.0,2,162
5606,Budigere,1153.0,2.0,56.0,2,47
5607,Bannerghatta Road,1270.0,2.0,45.0,2,32
5608,others,1070.0,2.0,38.0,2,211
5609,Whitefield,1116.0,2.0,48.76,2,205
5610,others,1062.0,2.0,50.0,2,211
5611,others,700.0,1.0,25.5,1,211
5612,Doddathoguru,1100.0,2.0,50.0,2,62
5613,Pai Layout,1068.0,2.0,48.0,2,164
5614,Doddathoguru,940.0,2.0,32.9,2,62
5615,Hosa Road,1063.0,2.0,32.79,2,90
5616,Harlur,936.0,2.0,45.0,2,80
5617,KR Puram,1400.0,2.0,60.0,3,103
5618,Sarjapur  Road,475.0,1.0,26.0,1,177
5619,others,1450.0,3.0,65.0,3,211
5620,Kudlu,1162.0,2.0,52.0,2,134
5621,Hosa Road,1161.0,2.0,48.75,2,90
5622,Brookefield,1260.0,2.0,70.0,2,46
5623,Murugeshpalya,1500.0,2.0,70.0,3,150
5624,Budigere,1030.0,1.0,34.545,1,47
5625,Nagarbhavi,1100.0,2.0,46.2,2,154
5626,Whitefield,1400.0,2.0,56.0,3,205
5627,Budigere,1153.0,2.0,56.5,2,47
5628,Sarjapur  Road,1197.0,2.0,56.86,2,177
5629,others,3750.0,4.0,190.0,4,211
5630,Bellandur,1830.0,3.0,91.86,3,37
5631,Electronic City,970.0,2.0,35.0,2,65
5632,NRI Layout,2700.0,5.0,95.75,4,153
5633,Sarjapur  Road,3040.0,4.0,135.0,4,177
5634,others,1500.0,3.0,75.0,3,211
5635,others,850.0,2.0,25.4,2,211
5636,Ramamurthy Nagar,935.0,2.0,39.0,2,172
5637,others,1250.0,3.0,54.0,3,211
5638,others,1425.0,2.0,65.0,3,211
5639,Uttarahalli,1165.0,1.0,42.09,2,197
5640,Kathriguppe,1390.0,2.0,69.49,3,120
5641,Kalena Agrahara,1510.0,3.0,78.0,3,109
5642,Kodigehaali,866.0,2.0,32.0,2,127
5643,Sompura,1360.0,2.0,45.0,3,185
